Identifiant parcelle,Identifiant unité de gestion,Identifiant peuplement élémentaire,identifiant foret,"Code
 plle",Code UEP,surface retenue ,Date de description ,HET (% du couvert boisé),CHS (% du couvert boisé),CHP (% du couvert boisé),FRE (% du couvert boisé),CHT (% du couvert boisé),MER (% du couvert boisé),ERS (% du couvert boisé),ALT (% du couvert boisé),PEU (% du couvert boisé),CHR (% du couvert boisé),CHA (% du couvert boisé),BOU (% du couvert boisé),AUL (% du couvert boisé),TRE (% du couvert boisé),SAU (% du couvert boisé),TIL (% du couvert boisé),ERC (% du couvert boisé),A.F (% du couvert boisé),A.F : préciser essence,DOU (% du couvert boisé),P.S (% du couvert boisé),P.L (% du couvert boisé),EPC (% du couvert boisé),EPS (% du couvert boisé),S.P (% du couvert boisé),MEL (% du couvert boisé),A.R (% du couvert boisé),A.R : préciser essence,Total du couvert décrit en essences,Essence dominante 1,Essence dominante 2,Essence dominante 3,Essence déterminant la sylviculture,"Taux de vides non cartographiés
(%)",Structure et occupation du sol,"Type d'espace non boisé
 ou  hors sylviculture",Classe de catégorie de diamètre dominant,Type de peuplement,surf terrière moy,Classe de surface terrière,Année d'installation ,Âge réel en 2010,Classe d'âge en 2010,Présence des semis,Code dépérissement,Essence dépérissante,Durée de survie sanitaire du peuplmt,Risque mitaille,Dernier passage en coupe (EA),Type du dernier passage en coupe ,Proposition de Classement,Site écologique,Proposition d'ilôts de sénescence,Site d'acc public,Proposition même UG,Proposition de rotation ,Proposition de prochain passage,Observation UT,Classement,Groupe Aménagement,mode régé,ess obj,ess obj SIG,DRA,rotation retenue,1er passage,type de coupe,code UG
RETZ_00126,RETZ_00126_d,RETZ_00126_03,RETZ,126,3,"6,83",28/07/10,,10,80,,,,,,,,10,,,,,,,,,,,,,,,,,,100,CHP,,,CHP,,F,,G,FCHPG,"12,5",2,,,160 et +,CHS,1,,,,2009,RS,REGQ,,,,,,2014,,REG,REGQ,A,CHS,CHS,5,,2013,RD,d
RETZ_00127,RETZ_00127_u,RETZ_00127_01,RETZ,127,1,"13,63",17/03/11,10,,40,,,,,,,,50,,,,,,,,,,,,,,,,,,100,CHA,CHP,,CHP,,F,,T,FCHAT,"27,5",5,,,160 et +,,1,,,,2005,A4,AME,,1,,,,,,ILV,ILV,,CHP,CHP,5,10,2015,A4,u
RETZ_00128,RETZ_00128_a,RETZ_00128_01,RETZ,128,1,"7,26",27/10/10,20,10,40,,,,,,,,29,1,,,,,,,,,,,,,,,,,100,CHP,CHA,HET,CHS,,F,,E,FCHPE,"0,0",0,1992,18,0-24,,1,,,,2007,RD,AME,,,,,,,,AME,AME1,,CHS,CHS,5,6,2022,A1,a
RETZ_00128,RETZ_00128_b,RETZ_00128_02,RETZ,128,2,"1,75",27/10/10,20,,50,,,,,,,,30,,,,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,G+,FHETG+,"22,5",4,,,160 et +,,1,,,,2005,A5,REG1,,,,,,2013,,REG,REGS,N,HET,HET,,,2014,RCV,b
RETZ_00128,RETZ_00128_c,RETZ_00128_03,RETZ,128,3,"3,71",27/10/10,20,,50,,,,,,,,30,,,,,,,,,,,,,,,,,,100,CHP,CHA,HET,CHP,,F,,G+,FCHPG+,"22,5",4,,,160 et +,,1,,,,2005,A5,REG1,,,,,,2013,,ILV,ILV,,CHP,CHP,,10,2015,A4,c
RETZ_00128,RETZ_00128_d,RETZ_00128_04,RETZ,128,4,"4,23",27/10/10,20,,50,,,,,,,,30,,,,,,,,,,,,,,,,,,100,CHP,CHA,HET,CHP,,F,,G,FCHPG,"22,5",4,,,160 et +,,1,,,,2005,A5,REG1,,,,,,2013,,ILS,ILS,,CHP,CHP,,,,,d
RETZ_00129,RETZ_00129_a,RETZ_00129_01,RETZ,129,1,"7,64",8/03/11,20,10,30,,,,,,,,30,,,,,,,,,,10,,,,,,,,100,CHP,HET,,CHP,,F,,T,FCHPT,"17,5",3,,,160 et +,,1,,,,2010,RS,REGQ,,,,,,2014,,REG,REGQ,N,CHP,CHP,5,,2014,RS,a
RETZ_00129,RETZ_00129_b,RETZ_00129_02,RETZ,129,2,"6,11",8/03/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,R,RAS,,RRAS,"0,0",0,,,0-24,,1,,,,2010,RD,REG1,,,,,,,Prévu pour plt mais instal. Semis nat.1b CHE ET HET 2009/2010. EN ATTENTE VOIR SI SURVIE SEMIS ,AME,AMEJ,,CHS/HET,CHS,,,/,,b
RETZ_00130,RETZ_00130_a,RETZ_00130_01,RETZ,130,1,"17,83",14/02/11,50,10,,,,,,,,,30,10,,,,,,,,,,,,,,,,,100,HET,CHS,CHA,HET,,F,,E,FHETE,"0,0",0,,,0-24,,1,,,,2012,RD,AME,,,,,,,RD 2012 avec expl. En deux fois,AME,AMEE,,HET,HET,5,5,2027,A1,a
RETZ_00130,RETZ_00130_b,RETZ_00130_02,RETZ,130,2,"4,32",14/02/11,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,1,FHET1,"16,0",3-,1975,35,35-49,,1,,,,2009,A1,AME,,,,,8,2018,,AME,AME1,,P.L,P.L,,6,2017,A2,b
RETZ_00131,RETZ_00131_a,RETZ_00131_01,RETZ,131,1,"2,19",14/02/11,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,T,FHETT,"12,5",2,,,160 et +,,1,,,,,,AUT,,1,,,,,HOUX,REG,REGS,N,HET,HET,7,,2013,RCV,a
RETZ_00131,RETZ_00131_b,RETZ_00131_02,RETZ,131,2,"9,20",14/02/11,76,20,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,M,FHETM,"22,5",4,,,35-49,,1,,,,2009,A2,AME,,,,,8,2017,,AME,AME1,,CHP/HET/CHS,CHP,,6,2015,A3,b
RETZ_00131,RETZ_00131_c,RETZ_00131_03,RETZ,131,3,"4,09",14/02/11,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,1,FHET1,"17,5",3,1975,35,35-49,,1,,,,2009,A1,AME,,,,,8,2017,,AME,AME1,,P.L,P.L,7,6,2017,A2,c
RETZ_00132,RETZ_00132_a,RETZ_00132_01,RETZ,132,1,"4,41",14/02/11,60,10,,20,,,,,,,1,,,,,,1,8,ROB,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"21,0",4-,,,35-49,,1,,,,2009,A2,AME,,,,,8,2017,partie du bas en MP,AME,AME2,,HET,HET,,7,2015,A3,a
RETZ_00132,RETZ_00132_b,RETZ_00132_02,RETZ,132,2,"10,57",26/01/09,90,2,,,,,,,,,,8,,,,,,,,,,,,,,,.xls,,100,HET,,,HET,,F,,P,FHETP,"22,5",4,1979,31,25-34,,1,,,,2009,A1,AME,,,,,8,2017,DONNEES = DIAGNOSTIQUE AVANT COUPE,AME,AME2,,HET,HET,5,7,2016,A2,b
RETZ_00133,RETZ_00133_a,RETZ_00133_01,RETZ,133,1,"5,93",27/10/10,24,25,,,1,,,,,,50,,,,,,,,,,,,,,,,,,100,CHA,CHS,HET,CHS,30,F,,G+,FCHAG+,"17,5",3,,,160 et +,,2,HET,20,,2005,A5,REG1,,,,,,2013,RC 2013 (100 stères/ha),REG,REGS,N,CHS,CHS,5,,2013,RCV,a
RETZ_00133,RETZ_00133_b,RETZ_00133_02,RETZ,133,2,"2,34",27/10/10,25,5,,50,,,,,,,20,,,,,,,,,,,,,,,,,,100,FRE,HET,,FRE,,F,,E,FFREE,"0,0",0,1995,15,0-24,,1,,,,,,AME,,,,,6,2020,avec 133-3,AME,AME1,,HET,HET,5,6,2019,A1,b
RETZ_00133,RETZ_00133_b,RETZ_00133_03,RETZ,133,3,"3,09",27/10/10,1,20,,,1,,,,,,1,47,20,10,,,,,,,,,,,,,,,100,BOU,CHS,,CHS,,F,,M,FBOUM,"27,5",5,1965,45,35-49,,1,,,,,,AME,,,,,6,2014,,AME,AME1,,CHS,CHS,,6,2013,A1,b
RETZ_00134,RETZ_00134_a,RETZ_00134_01,RETZ,134,1,"6,53",14/02/11,38,60,,,,,,,,,1,,,,,,,,,,1,,,,,,,,100,CHS,HET,,CHS,,F,,T,FCHST,"27,5",5,,,160 et +,CHS,1,,,,2009,RS,REG1,,,,,,2014,SEMIS CHS 1b INSTALLATION 2009,REG,REGQ,N,CHS,CHS,5,,2014,RS,a
RETZ_00134,RETZ_00134_b,RETZ_00134_02,RETZ,134,2,"3,69",14/02/11,40,30,,,10,,,,,,5,10,,,5,,,,,,,,,,,,,,100,HET,CHS,CHT,HET,,F,,S,FHETS,"0,0",0,2002,8,0-24,,1,,,,,,AME,,,,,,,RD EA 2012,AME,AMEE,,HET,HET,5,5,2027,A1,b
RETZ_00135,RETZ_00135_a,RETZ_00135_01,RETZ,135,1,"11,80",17/02/11,30,70,,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHS,HET,,CHS,,F,,G+,FCHSG+,"12,5",2,,,130-159,CHS,1,,,,2010,RS,REGQ,,,,,,2013,"REGQ; RS EA 2013, RD 2016; présence de semis de chêne en quantité significative 1b installation 2009; 40% de S UEP déjà passée en RD",REG,REGQ,N,CHS,CHS,,,2013,RS,a
RETZ_00135,RETZ_00135_b,RETZ_00135_02,RETZ,135,2,"1,72",17/02/11,45,45,,,,,,,,,,,,,,,,,,,10,,,,,,,,100,CHS,HET,,CHS,,F,,G+,FCHSG+,"27,5",5,,,130-159,,2,HET,30,,?,,AUT,,1,,,,,zone NATURA 2000 HETRAIE ACIDIFILE A HOUX,ILS,ILS,,CHS,CHS,,,,,b
RETZ_00135,RETZ_00135_c,RETZ_00135_03,RETZ,135,3,"2,35",17/02/11,45,45,,,,,,,,,,,,,,,,,,,10,,,,,,,,100,CHS,HET,,CHS,,F,,G+,FCHSG+,"27,5",5,,,130-159,,2,HET,,,?,,AUT,,1,,,,,zone NATURA 2000 HETRAIE ACIDIFILE A HOUX,ILV,ILV,,CHS,CHS,,10,2013,A4,c
RETZ_00136,RETZ_00136_a,RETZ_00136_01,RETZ,136,1,"4,29",10/03/11,60,15,,10,,,,,,,,10,,,5,,,,,,,,,,,,,,100,HET,,,HET,,F,,E,FHETE,"0,0",0,1993,17,0-24,,1,,,,,,AME,,,,,8,2016,,AME,AME1,,HET,HET,,5/6,2018,A1,a
RETZ_00136,RETZ_00136_b,RETZ_00136_02,RETZ,136,2,"19,23",10/03/11,20,60,,,,,,,,,,10,,,1,,,,,,9,,,,,,,,100,CHS,HET,,CHS,,F,,S,FCHSS,"0,0",0,1999,11,0-24,,1,,,,2011,RD,AME,,,,,8,2032,,AME,AMEE,,CHS,CHS,,,2029,A1,b
RETZ_00137,RETZ_00137_a,RETZ_00137_01,RETZ,137,1,"8,41",10/03/11,47,15,,30,,,,,,,1,5,,,,,1,1,NOY,,,,,,,,,,100,HET,FRE,,HET,,F,,E,FHETE,"0,0",0,1984,26,25-34,,1,,,,2011,RD,AME,,,,,8,2024,"RD EA 2011 SUR 2 HA LE RESTE EST FAIT, FORTE PENTE",AME,AME1,,HET,HET,,5/6,2020,A1,a
RETZ_00137,RETZ_00137_b,RETZ_00137_02,RETZ,137,2,"4,76",17/03/11,86,1,,1,,,,,,,1,1,,,,,,,,,5,5,,,,,,,100,HET,,,HET,,I,,I,IHETI,"22,5",4,,,100-129,,1,,,,?,,AUT,,1,,,,\,"pente inaccessible, NATURA 2000",HSN,HSN,,HET,HET,0,,,,b
RETZ_00138,RETZ_00138_a,RETZ_00138_01,RETZ,138,1,"7,15",10/03/11,55,42,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,100,HET,CHS,,CHS,,F,,S,FHETS,"0,0",0,2008,2,0-24,,1,,,,2012,RD,AME,,,,,,,"RD EA 2012, TOUTE LA SURFACE SERA PASSEE EN 3A DANS 6/7 ANS, PRESENCE DE SEMIS DE CHS SIGNIFIQUATIVE, UN COMPLEMENT CHS ET UN TRAVAIL EN DEG/NET AU PROFIT DU CHS PERMETTRONT D'AVOIR UNE FUTAIE A FORTE DOMINANCE CHS",AME,AMEJ,,CHS,CHS,,,/,,a
RETZ_00138,RETZ_00138_b,RETZ_00138_02,RETZ,138,2,"5,61",10/03/11,69,30,,,,,,,,,,,,1,,,,,,,,,,,,,,,100,HET,CHS,,CHS,,F,,T,FHETT,"27,5",5,,,160 et +,CHS,1,,,,2012,RS,REGQ,,,,,,2014,présence de semis de chêne en quantité significative,REG,REGQ,N,CHS,CHS,,,2015,RD,b
RETZ_00138,RETZ_00138_c,RETZ_00138_03,RETZ,138,3,"5,94",10/03/11,57,30,,5,1,,1,,,,,4,,,1,,1,,,,,,,,,,,,100,HET,CHS,,HET,,F,,E,FHETE,"0,0",0,1990,20,0-24,,1,,,,2007,RD,AME,,,,,6,2016,,AME,AME1,,HET,HET,5,5/6,2016,A1,c
RETZ_00139,RETZ_00139_a,RETZ_00139_01,RETZ,139,1,"2,08",17/02/11,35,60,,,,,,,,,1,,,,,,,,,,4,,,,,,,,100,CHS,HET,,CHS,,F,,G,FCHSG,"27,5",5,,,130-159,CHS,1,,,,2010,RCV,REG1,,,,,,2013,,ILV,ILV,,CHS,CHS,,10,2020,A4,a
RETZ_00139,RETZ_00139_b,RETZ_00139_02,RETZ,139,2,"1,34",17/02/11,70,15,,,,,,,,,15,,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,E,FHETE,"0,0",0,1995,15,0-24,,1,,,,NEANT,,AME,,,,,6,2016,,AME,AME1,,HET/P.L,HET,,5/6,2020,A1,b
RETZ_00139,RETZ_00139_c,RETZ_00139_03,RETZ,139,3,"11,62",17/02/11,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,T,FHETT,"22,5",4,,,160 et +,,1,,,,2010,RS,REGQ,,,,,,2013,PRESENCE DE SEMIS DE CHS SIGNIFICATIVE; G MESUREE AV COUPE EA 2010;,REG,REGQ,N,HET,HET,,,2014,RS,c
RETZ_00140,RETZ_00140_a,RETZ_00140_01,RETZ,140,1,"1,65",11/03/11,30,10,,,,,,,,,30,10,,,20,,,,,,,,,,,,,,100,HET,,,HET,,F,,E,FHETE,"0,0",0,2000,10,0-24,,1,,,,2010,RD,AME,,,,,8,2016,AVEC 138-3,AME,AMEE,,HET,HET,5,5/6,2025,A1,a
RETZ_00140,RETZ_00140_b,RETZ_00140_02,RETZ,140,2,"7,38",11/03/11,40,30,,,5,,,,,,25,,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,S,FHETS,"0,0",0,2008,2,0-24,HET,1,,,,2012,RD,AME,,,,,8,2030,"A PRIORI TOUTE LA SURFACE EN 3A DANS 5/6 ANS; RD EA 2012 SUR 0,4 HA RESTANT SUR BANDE ETROITE LIMITE OUEST",AME,AMEJ,,HET,HET,5,,/,,b
RETZ_00141,RETZ_00141_a,RETZ_00141_01,RETZ,141,1,"6,56",16/03/11,25,1,,1,,,,,,,5,18,40,5,5,,,,,,,,,,,,,,100,AUL,HET,,AUL,,F,,P,FAULP,"26,0",5-,,,0-24,,1,,,,2010,exRD,AME,,,,,10,2020,ZONE MOUILLEUSE AVEC NOMBREUX FOSSES MAL ENTRETENUS EXPLOITATION DIFFICILE  NATURA 2000,AME,SIE,,AUL,A.F,,8,2013,A1,a
RETZ_00141,RETZ_00141_b,RETZ_00141_02,RETZ,141,2,"2,54",16/03/11,30,55,,,5,2,,,,,2,2,,,2,,,,,,2,,,,,,,,100,CHS,HET,,CHS,,F,,E,FCHSE,"0,0",0,1993,17,0-24,,1,,,,,,AME,,,,,,,,AME,AME1,,CHS,CHS,,6,2023,A1,b
RETZ_00141,RETZ_00141_c,RETZ_00141_03,RETZ,141,3,"7,31",16/03/11,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,T,FHETT,"27,5",5,,,160 et +,HET-CHS,1,,,,2012,RS,REGQ,1,,,,,2014,,REG,REGQ,N,CHS,CHS,5,,2014,RS,c
RETZ_00142,RETZ_00142_a,RETZ_00142_01,RETZ,142,1,"6,14",10/01/11,20,43,,,1,,,,,,20,10,,,5,,,,,,1,,,,,,,,100,CHS,HET,,CHS,,F,,E,FCHSE,"0,0",0,1995,15,0-24,,1,,,,2005,RD,AME,,,,,6,2027,,AME,AMEE,,CHS,CHS,,6,2024,A1,a
RETZ_00142,RETZ_00142_b,RETZ_00142_02,RETZ,142,2,"6,60",10/01/11,73,5,,,1,,,,,,10,10,,,,,1,,,,,,,,,,,,100,HET,,,HET,,F,,P,FHETP,"17,5",3,1985,25,25-34,,1,,,,2010,A2,AME,,,,,8,2018,,AME,AME1,,HET/P.L,HET,,6,2016,A3,b
RETZ_00143,RETZ_00143_a,RETZ_00143_01,RETZ,143,1,"9,25",10/01/11,10,70,,,,,,,,,10,9,1,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,E,FCHSE,"0,0",0,1995,15,0-24,,1,,,,2012,A1,AME,,,,,6,2021,3a BDR 2010 à 80% et 3b,AME,AME1,,CHS,CHS,,6,2018,A2,a
RETZ_00143,RETZ_00143_b,RETZ_00143_02,RETZ,143,2,"10,77",10/01/11,53,,5,20,,1,,,,,20,1,,,,,,,,,,,,,,,,,100,HET,FRE,,HET,,F,,M,FHETM,"27,5",5,1970,40,35-49,,1,,,,2010,A3,AME,,,,,8,2018,G av exploitation,AME,AME1,,HET,HET,,6,2016,A3,b
RETZ_00143,RETZ_00143_a,RETZ_00143_03,RETZ,143,3,"3,16",10/01/11,20,,,,,,,,,,,60,5,,5,,,,,,10,,,,,,,,100,BOU,HET,,HET,40,F,,E,FBOUE,"0,0",0,1995,15,0-24,,1,,,,,,AME,,,,,6,2021,ZONE TRES PAUVRE AMEJ,AME,AME1,,HET,HET,5,6,2018,A1,a
RETZ_00144,RETZ_00144_a,RETZ_00144_01,RETZ,144,1,"3,78",25/03/11,30,70,,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHS,HET,,CHS,,F,,G+,FCHSG+,"27,5",5,,,130-159,,1,,,1,2010,A4,AME,,,,,8,2018,,ILV,ILV,,CHS,CHS,5,10,2020,A4,a
RETZ_00144,RETZ_00144_b,RETZ_00144_02,RETZ,144,2,"13,74",5/11/12,98,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,100,HET,,,HET,20,F,,G+,FHETG+,"27,5",5,,,130-159,,1,,,,2010,A5,REG1,,,,,,,POUR PROGRAMMER RE VOIR REACTION PPLT,REG,REGS,N,HET,HET,,,2016,RE,b
RETZ_00145,RETZ_00145_a,RETZ_00145_01,RETZ,145,1,"11,50",21/04/10,30,55,5,,,,,,,,5,5,,,,,,,,,,,,,,,,,100,CHS,HET,,CHS,30,F,,G,FCHSG,"37,5",7,,,100-129,CHS,2,HET,,1,2012,A4,REG2,,,,,,2014,IL Y A TROIS TROUEES DE DEP. QUI S'AGRANDIRONT A PRIORI ENCORE .A5 2014 ,ILV,ILV,,CHS,CHS,,10,2022,A4,a
RETZ_00145,RETZ_00145_a,RETZ_00145_02,RETZ,145,2,"4,82",21/04/10,80,15,,,,,,,,,2,2,,,,,,,,,1,,,,,,,,100,HET,,,HET,,F,,G+,FHETG+,"34,0",6+,,,100-129,,1,,,1,2012,A4,AME,,,,,8,2019,,ILV,ILV,,HET,HET,,10,2022,A4,a
RETZ_00145,RETZ_00145_b,RETZ_00145_03,RETZ,145,3,"2,98",21/04/10,80,15,,,,,,,,,2,2,,,,,,,,,1,,,,,,,,100,HET,,,HET,,F,,G+,FHETG+,"34,0",6+,,,100-129,,1,,,1,2012,A4,AME,,,,,8,2019,,ILS,ILS,,HET,HET,,,,,b
RETZ_00146,RETZ_00146_a,RETZ_00146_01,RETZ,146,1,"7,21",29/07/10,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,T,FHETT,"37,5",7,,,130-159,,1,,,,2010,A5,REG1,,,,,,2013,,REG,REGS,N,HET,HET,9,,2015,RE,a
RETZ_00146,RETZ_00146_b,RETZ_00146_02,RETZ,146,2,"8,62",29/07/10,15,15,,10,,5,,,,,10,25,,10,10,,,,,,,,,,,,,,100,BOU,HET,CHS,BOU,,F,,P,FBOUP,"22,5",4,,,35-49,,1,,,,?,,AUT,1,,,,,,TRES DIFFICILEMENT EXPLOITABLE A INEXPLOITABLE (ANCIENNE CARRIERE D'ARGILE);OSMONDE ROYALE??,AME,SIE,,HET,HET,,,/,,b
RETZ_00146,RETZ_00146_a,RETZ_00146_03,RETZ,146,3,"10,06",29/07/10,70,20,,,,,,,,,,,,,,,,,,,10,,,,,,,,100,HET,,,HET,,F,,G,FHETG,"27,5",5,,,100-129,,1,,,,2010,A4,AME,,,,,8,2018,,REG,REGS,N,HET,HET,,,2015,RE,a
RETZ_00147,RETZ_00147_a,RETZ_00147_01,RETZ,147,1,"8,88",2010,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,CHS,,CHS,,F,,T,FHETT,"16,0",3-,,,130-159,,1,,,,2010,RS,REGQ,,,,,,2013,,REG,REGQ,N,CHS,CHS,,,2013,RS,a
RETZ_00147,RETZ_00147_b,RETZ_00147_02,RETZ,147,2,"6,04",2010,40,40,,5,5,1,1,,,,5,1,,1,1,,,,,,,,,,,,,,100,HET,CHS,,CHS,,F,,E,FHETE,"0,0",0,1992,18,0-24,,1,,,,,,AME,,,,,8,2020,bois énergie,AME,AME1,,CHS,CHS,,6,2013,A1,b
RETZ_00148,RETZ_00148_u,RETZ_00148_01,RETZ,148,1,"20,68",7/02/11,80,18,,,,,,,,,1,,,,,,,,,,1,,,,,,,,100,HET,,,HET,,F,,T,FHETT,"24,0",4+,,,130-159,HET,1,,,,2010,A5,REG1,,,,,,2014,RE/RS EA 2014,REG,REGS,N,HET,HET,5,,2014,RS,u
RETZ_00149,RETZ_00149_u,RETZ_00149_01,RETZ,149,1,"13,48",15/10/10,70,26,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,100,HET,CHS,,HET,20,F,,T,FHETT,"26,0",5-,,,130-159,HET,1,,,,2009,A5,REG1,,,,,,2013,RC 2011 SUR 3HA. RE/RS EA 2013. PRESENCE SIGNIFICATIVE DE SEMIS CHE,REG,REGS,N,HET,HET,,,2013,RS,u
RETZ_00150,RETZ_00150_a,RETZ_00150_01,RETZ,150,1,"10,07",7/02/11,94,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G+,FHETG+,"29,0",5+,,,130-159,,1,,,,2012,A5,REG2,,,,,,2020," CLASSE PREP, A PROPOSER EN REGE OU DE NOUVEAU EN PREP??",ILV,ILV,,HET,HET,,10,2022,A4,a
RETZ_00150,RETZ_00150_b,RETZ_00150_02,RETZ,150,2,"1,79",2010,,,,70,,,,,15,,,,15,,,,,,,,,,,,,,,,100,FRE,,,FRE,,F,,E,FFREE,"0,0",0,1995,15,0-24,,1,,,,,,AME,,,,,,2020,3b 2010,AME,AME1,,HET,HET,5,6,2020,A1,b
RETZ_00150,RETZ_00150_a,RETZ_00150_03,RETZ,150,3,"2,93",7/02/11,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHS,HET,,CHS,,F,,G-,FCHSG-,"39,0",7+,,,130-159,CHS,1,,,,2012,A5,REG2,,,,,,2020,,ILV,ILV,,CHS,CHS,5,10,2022,A4,a
RETZ_00151,RETZ_00151_u,RETZ_00151_01,RETZ,151,1,"12,69",15/10/10,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G+,FHETG+,"37,5",7,,,100-129,,1,,,,2012,A5,REG2,,,,,,2022,RE EA 2022-station pauvre à fougère,ILV,ILV,,HET ,HET,5,10,2022,A4,u
RETZ_00152,RETZ_00152_u,RETZ_00152_01,RETZ,152,1,"11,32",7/02/11,70,29,,,,,,,,,1,,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,G-,FHETG-,"37,5",7,,,100-129,,1,,,,2012,A4,AME,,,,,8,2020,,AME,AME2,,HET,HET,5,8,2020,A4,u
RETZ_00153,RETZ_00153_a,RETZ_00153_01,RETZ,153,1,"15,39",07/02/11,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G,FHETG,"32,5",6,,,100-129,,1,,,,2012,A4,AME,,,,,8,2020,,REG,REGS,N,HET,HET,5,,2018,RE,a
RETZ_00153,RETZ_00153_b,RETZ_00153_02,RETZ,153,2,"3,81",07/02/11,20,14,,45,,1,,,,,20,,,,,,,,,,,,,,,,,,100,FRE,HET,,FRE,,F,,E,FFREE,"0,0",0,,,0-24,,1,,,,,,AME,,,,,6,2018,"PERCHIS MER FRE HET CHS CHA SOUS LES RESERVES, EN ENLEVANT LES RESERVES ON REPART EN AME",AME,AME1,,HET,HET,0,6,2018,A1,b
RETZ_00201,RETZ_00201_a,RETZ_00201_01,RETZ,201,1,"1,60",07/2010,85,,5,,,,,,,,10,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G,FHETG,"17,5",3,,,70-99,,1,,,1,2011,A3,AME,,,,,8,2019,,REG,REGS,N,HET,HET,5,,2015,RE/RS,a
RETZ_00201,RETZ_00201_b,RETZ_00201_02,RETZ,201,2,"8,97",07/2010,25,,2,,,,,,,,65,8,,,,,,,,,,,,,,,,,100,CHA,HET,,CHA,,F,,M,FCHAM,"22,5",4,,,70-99,,1,,,1,2011,A3,AME,,,,,8,2019,,AME,AME2,,HET,HET,,8,2019,A3,b
RETZ_00201,RETZ_00201_c,RETZ_00201_03,RETZ,201,3,"1,63",07/2010,,,,,,,,,,,10,90,,,,,,,,,,,,,,,,,100,BOU,,,BOU,,Z,AUT,P,ZBOUP,"12,5",2,,,35-49,,1,,,,2011,A3,AUT,,,,,,,BUTTE SABLEUSE ET PAUVRE,HSN,HSN,,SANS,SANS,,,,,c
RETZ_00202,RETZ_00202_a,RETZ_00202_01,RETZ,202,1,"6,14",07/2010,42,4,8,,,1,,,,,41,3,,1,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,M,FHETM,"22,5",4,,,70-99,,1,,,1,2011,A3,AME,,,,,8,2019,,AME,AME2,,P.S,P.S,,8,2019,A3,a
RETZ_00202,RETZ_00202_b,RETZ_00202_02,RETZ,202,2,"8,65",07/2010,70,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,CHE,,HET,,F,,G+,FHETG+,"17,5",3,,,100-129,HET+CHE,1,,,1,2012,RS,REGQ,,,,,,2015,,REG,REGQ,N,HET,HET,,,2016,RS,b
RETZ_00202,RETZ_00202_c,RETZ_00202_04,RETZ,202,4,"0,26",07/2010,70,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,CHE,,HET,,F,,G+,FHETG+,"17,5",3,,,100-129,HET+CHE,1,,,1,2012,RS,REGQ,,,,,,2015,Hêtre des amis de la forêt de Retz,AME,ILP,,HET,HET,,10,2019,AS,c
RETZ_00202,RETZ_00202_d,RETZ_00202_03,RETZ,202,3,"0,89",07/2010,87,3,3,,,,,,,,,,,,,,,,,,2,5,,,,,,,100,HET,,,HET,,F,,G,FHETG,"27,5",5,,,100-129,,1,,,1,2011,A3,REG2,,,,,8,2019,,REG,REGS,N,HET,HET,8,,2016,RE,d
RETZ_00203,RETZ_00203_u,RETZ_00203_01,RETZ,203,1,"11,59",07/2010,45,26,28,,,,,,,,1,,,,,,,,,,,,,,,,,,100,CHE,HET,,CHE,,F,,G,FCHEG,"22,5",4,,,100-129,CHE,1,,,1,2009,A4,REG2,,,,,,2015,,AME,AME3,,CHS,CHS,,10,2019,A4,u
